Organism Name,Taxonomic Categories,Image Path
Salamandra Salamandra,eukaryota; animalia; chordata; amphibia,assets/webp/taxo/eukaryota/animalia/chordata/amphibia/salamandra_salamandra.webp
Scaphiopus Holbrookii,eukaryota; animalia; chordata; amphibia,assets/webp/taxo/eukaryota/animalia/chordata/amphibia/scaphiopus_holbrookii.webp
Anas Platyrhynchos,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/anas_platyrhynchos.webp
Aptenodytes Forsteri,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/aptenodytes_forsteri.webp
Ara Macao,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/ara_macao.webp
Bubo Bubo,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/bubo_bubo.webp
Columba Livia,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/columba_livia.webp
Corvus Corax,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/corvus_corax.webp
Cygnus Olor,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/cygnus_olor.webp
Dromaius Novaehollandiae,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/dromaius_novaehollandiae.webp
Dryocopus Pileatus,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/dryocopus_pileatus.webp
Falco Peregrinus,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/falco_peregrinus.webp
Gallus Gallus,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/gallus_gallus.webp
Haliaeetus Leucocephalus,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/haliaeetus_leucocephalus.webp
Pavo Cristatus,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/pavo_cristatus.webp
Phoenicopterus Roseus,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/phoenicopterus_roseus.webp
Psittacus Erithacus,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/psittacus_erithacus.webp
Struthio Camelus,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/struthio_camelus.webp
Taeniopygia Guttata,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/taeniopygia_guttata.webp
Turdus Migratorious,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/turdus_migratorious.webp
Zenaida Macroura,eukaryota; animalia; chordata; aves,assets/webp/taxo/eukaryota/animalia/chordata/aves/zenaida_macroura.webp
Aetobatus Narinari,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/aetobatus_narinari.webp
Carcharinus Leucas,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/carcharinus_leucas.webp
Carcharodon Carcharias,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/carcharodon_carcharias.webp
Chimaera Monstrosa,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/chimaera_monstrosa.webp
Galeocerdo Cuvier,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/galeocerdo_cuvier.webp
Isurus Oxyrinchus,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/isurus_oxyrinchus.webp
Mobula Birostris,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/mobula_birostris.webp
Pristis Pectinata,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/pristis_pectinata.webp
Rhincodon Typus,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/rhincodon_typus.webp
Rionace Glauca,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/rionace_glauca.webp
Sphyrna Lewini,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/sphyrna_lewini.webp
Torpedo Marmorata,eukaryota; animalia; chordata; chondrichthyes,assets/webp/taxo/eukaryota/animalia/chordata/chondrichthyes/torpedo_marmorata.webp
Alces Alces,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/alces_alces.webp
Bos Taurus,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/bos_taurus.webp
Camelus Bactrianus,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/camelus_bactrianus.webp
Camelus Dromedarius,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/camelus_dromedarius.webp
Capra Hircus,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/capra_hircus.webp
Cervus Elaphus,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/cervus_elaphus.webp
Giraffa Camelopardalis,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/giraffa_camelopardalis.webp
Hippopotamus Amphibius,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/hippopotamus_amphibius.webp
Odocoileus Virginianus,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/odocoileus_virginianus.webp
Ovis Aries,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/ovis_aries.webp
Ovis Canadensis,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/ovis_canadensis.webp
Phaocochoerus Africanus,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/phaocochoerus_africanus.webp
Rangifer Tarandus,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/rangifer_tarandus.webp
Sus Scrofa-Domesticus,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/sus_scrofa-domesticus.webp
Sus Scrofa,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/sus_scrofa.webp
Vicugna Pacos,eukaryota; animalia; chordata; mammalia; artiodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/artiodactyla/vicugna_pacos.webp
Ailuropoda Melanoleuca,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/ailuropoda_melanoleuca.webp
Ailurus Fulgens,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/ailurus_fulgens.webp
Crocuta Crocuta,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/crocuta_crocuta.webp
Enhydra Lutris,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/enhydra_lutris.webp
Felis Catus,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/felis_catus.webp
Lynx Lynx,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/lynx_lynx.webp
Meles Meles,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/meles_meles.webp
Mustela Furo,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/mustela_furo.webp
Panthera Leo,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/panthera_leo.webp
Panthera Onca,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/panthera_onca.webp
Panthera Pardus,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/panthera_pardus.webp
Panthera Tigris,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/panthera_tigris.webp
Panthera Uncia,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/panthera_uncia.webp
Procyon Lotor,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/procyon_lotor.webp
Ursus Arctos,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/ursus_arctos.webp
Ursus Maritimus,eukaryota; animalia; chordata; mammalia; carnivora,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/carnivora/ursus_maritimus.webp
Balaenoptera Acutorostrata,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/balaenoptera_acutorostrata.webp
Balaenoptera Musculus,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/balaenoptera_musculus.webp
Balaneoptera Physalus,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/balaneoptera_physalus.webp
Delphinapterus Leucas,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/delphinapterus_leucas.webp
Lagenorhynchus Obscurus,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/lagenorhynchus_obscurus.webp
Megaptera Novaeangliae,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/megaptera_novaeangliae.webp
Monodon Monceros,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/monodon_monceros.webp
Orcinus Orca,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/orcinus_orca.webp
Phocoena Phocoena,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/phocoena_phocoena.webp
Phocoena Sinus,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/phocoena_sinus.webp
Physeter Macrocephalus,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/physeter_macrocephalus.webp
Tursiops Truncatus,eukaryota; animalia; chordata; mammalia; cetacea,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/cetacea/tursiops_truncatus.webp
Artibeus Jamaicensis,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/artibeus_jamaicensis.webp
Carollia Perspicillata,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/carollia_perspicillata.webp
Desmodus Rotundus,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/desmodus_rotundus.webp
Eidolon Helvum,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/eidolon_helvum.webp
Eonycteris Spelaea,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/eonycteris_spelaea.webp
Hipposideros Armiger,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/hipposideros_armiger.webp
Miniopterus Schreibersii,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/miniopterus_schreibersii.webp
Myotis Lucifugus,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/myotis_lucifugus.webp
Nyctalus Noctula,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/nyctalus_noctula.webp
Pteropus Vampyrus,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/pteropus_vampyrus.webp
Rousettus Aegyptiacus,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/rousettus_aegyptiacus.webp
Tadarida Brasiliensis,eukaryota; animalia; chordata; mammalia; chiroptera,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/chiroptera/tadarida_brasiliensis.webp
Bettongia Penicillata,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/bettongia_penicillata.webp
Dendrolagus Goodfellow,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/dendrolagus_goodfellow.webp
Didelphis Albiventris,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/didelphis_albiventris.webp
Lasiorhinus Latifrons,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/lasiorhinus_latifrons.webp
Macropus Fuliginosus,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/macropus_fuliginosus.webp
Macropus Giganteus,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/macropus_giganteus.webp
Macropus Rufus,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/macropus_rufus.webp
Petaurus Breviceps,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/petaurus_breviceps.webp
Petrogale Xanthopus,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/petrogale_xanthopus.webp
Phascolarctos Cinereus,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/phascolarctos_cinereus.webp
Sarcophilus Harrisii,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/sarcophilus_harrisii.webp
Tarsipes Rostratus,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/tarsipes_rostratus.webp
Thylogale Thets,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/thylogale_thets.webp
Vombatus Ursinus,eukaryota; animalia; chordata; mammalia; marsupialia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/marsupialia/vombatus_ursinus.webp
Ceratotherium Simum,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/ceratotherium_simum.webp
Dicerorhinus Sumatrensis,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/dicerorhinus_sumatrensis.webp
Diceros Bicornis,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/diceros_bicornis.webp
Equus Asinus,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/equus_asinus.webp
Equus Caballus,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/equus_caballus.webp
Equus Hemionus,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/equus_hemionus.webp
Equus Kiang,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/equus_kiang.webp
Equus Quagga,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/equus_quagga.webp
Equus Zebra,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/equus_zebra.webp
Rhinoceros Unicornis,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/rhinoceros_unicornis.webp
Tapirus Bairdii,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/tapirus_bairdii.webp
Tapirus Pinchaque,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/tapirus_pinchaque.webp
Tapirus Terrestris,eukaryota; animalia; chordata; mammalia; perissodactyla,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/perissodactyla/tapirus_terrestris.webp
Bradypus Crinitus,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/bradypus_crinitus.webp
Bradypus Pygmaeus,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/bradypus_pygmaeus.webp
Bradypus Torquatus,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/bradypus_torquatus.webp
Bradypus Tridactylus,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/bradypus_tridactylus.webp
Bradypus Variegatus,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/bradypus_variegatus.webp
Choloepus Didactylus,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/choloepus_didactylus.webp
Choloepus Hoffmanni,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/choloepus_hoffmanni.webp
Cyclopes Didactylus,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/cyclopes_didactylus.webp
Cyclopes Dorsalis,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/cyclopes_dorsalis.webp
Myrmecophaga Tridactyla,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/myrmecophaga_tridactyla.webp
Tamandua Tetradactyla,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/tamandua_tetradactyla.webp
Tamanua Mexicana,eukaryota; animalia; chordata; mammalia; pilosa,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/pilosa/tamanua_mexicana.webp
Alouatta Caraya,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/alouatta_caraya.webp
Ateles Geoffroyi,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/ateles_geoffroyi.webp
Cebus Capucinus,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/cebus_capucinus.webp
Chlorocebus Pygerythrus,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/chlorocebus_pygerythrus.webp
Colobus Guereza,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/colobus_guereza.webp
Gorilla Gorilla,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/gorilla gorilla.webp
Homo Sapiens,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/homo_sapiens.webp
Lemur Catta,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/lemur_catta.webp
Macaca Mulatta,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/macaca_mulatta.webp
Mandrillus Sphinx,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/mandrillus_sphinx.webp
Pan Paniscus,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/pan_paniscus.webp
Pan Troglodytes,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/pan_troglodytes.webp
Papio Anubis,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/papio_anubis.webp
Papio Hamadryas,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/papio_hamadryas.webp
Pongo Abelii,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/pongo_abelii.webp
Pongo Pygmaeus,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/pongo_pygmaeus.webp
Saimiri Sciureus,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/saimiri_sciureus.webp
Tarsius Tarsier,eukaryota; animalia; chordata; mammalia; primates,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/primates/tarsius_tarsier.webp
Acomys Cahirinus,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/acomys_cahirinus.webp
Castor Canadensis,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/castor_canadensis.webp
Cavia Porcellus,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/cavia_porcellus.webp
Chinchilla Lanigera,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/chinchilla_lanigera.webp
Dipodomys Deserti,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/dipodomys_deserti.webp
Erethizon Dorsatum,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/erethizon_dorsatum.webp
Glis Glis,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/glis_glis.webp
Hydrochoerus Hydrocaeris,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/hydrochoerus_hydrocaeris.webp
Mus Musculus,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/mus_musculus.webp
Myocastor Coypus,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/myocastor_coypus.webp
Peromyscus Maniculatus,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/peromyscus_maniculatus.webp
Rattus Norvegicus,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/rattus_norvegicus.webp
Scirius Carolinensis,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/scirius_carolinensis.webp
Tamias Striatus,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/tamias_striatus.webp
Thomomys Bottae,eukaryota; animalia; chordata; mammalia; rodentia,assets/webp/taxo/eukaryota/animalia/chordata/mammalia/rodentia/thomomys_bottae.webp
Amphiprion Ocellaris,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/amphiprion_ocellaris.webp
Anguilla Anguilla,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/anguilla_anguilla.webp
Arothron Meleagris,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/arothron_meleagris.webp
Carassius Auratus,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/carassius_auratus.webp
Electrophorus Electricus,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/electrophorus_electricus.webp
Gadus Morhua,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/gadus_morhua.webp
Hippocampus Erectus,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/hippocampus_erectus.webp
Ictalurus Punctatus,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/ictalurus_punctatus.webp
Lepisosteus Osseus,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/lepisosteus_osseus.webp
Micropterus Salmoides,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/micropterus_salmoides.webp
Oncorhynchus Mykiss,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/oncorhynchus_mykiss.webp
Oreochromis Niloticus,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/oreochromis_niloticus.webp
Perca Fluviatilis,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/perca_fluviatilis.webp
Pterois Volitans,eukaryota; animalia; chordata; osteichthyes,assets/webp/taxo/eukaryota/animalia/chordata/osteichthyes/pterois_volitans.webp
